make,model,mileage,fuel-type,first-registration,price,price_label,position,seller_name,seller_location,listing_zip_code,listing_url,title,drive_type,extended_range,car_type
ford,mustang mach-e,5,e,new,58900,fair-price,109,Hasselt Motor NV De Schaetzen Sterrenbeoordeling 4.5 van 5 (30),Christophe De Schaetzen • BE-3500 Hasselt,3500,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-99kwh-extended-range-awd-elektrisch-rood-33b03869-b992-4b84-9380-182714bb201c,Ford Mustang Mach-E 99KWH-Extended Range AWD,AWD,yes,Premium
ford,mustang mach-e,43,e,03-2023,51605,unknown,110,AutoScout24 Luxembourg,BE-6700 Arlon,6700,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-premium-awd-76kwh-standard-range-269cv-198kw-a1-elektrisch-zwart-cf73ed97-e52e-43e7-816d-6e05d309c094,Ford Mustang Mach-E Premium AWD 76kWh Standard Range 269CV/198kW - A1,AWD,no,Premium
ford,mustang mach-e,10188,e,01-2024,47805,unknown,111,AutoScout24 Luxembourg,BE-6700 Arlon,6700,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-base-72kwh-standard-range-lfp-269ch-198kw-a1-gar-elektrisch-zwart-cf174cf9-f7cb-463f-a30f-98739ec023e8,Ford Mustang Mach-E Base 72kWh Standard Range LFP 269ch/198kW - A1 GAR,unknown,no,Base
ford,mustang mach-e,19357,e,08-2021,50000,somewhat-expensive,112,Ford Unicars Roeselare en Ieper Sterrenbeoordeling 5 van 5 (4),Robbe Depoorter • BE-8800 Roeselare,8800,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-awd-extended-range-550km-rijbereik-elektrisch-rood-84fddbb3-1b3b-48a1-9750-5e692d4f058b,Ford Mustang Mach-E AWD - Extended Range - 550km rijbereik,AWD,yes,Premium
ford,mustang mach-e,17500,e,06-2023,57950,expensive,113,Van Mossel Ford Brasschaat Sterrenbeoordeling 5 van 5 (6),BE-2930 Brasschaat,2930,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-premium-awd-99kwh-635-m-b-o-sound-driving-assist-elektrisch-zwart-d9c5470b-8bc2-423e-a8c3-4e67238f2156,Ford Mustang Mach-E Premium AWD 99kWH|€635/m|B/O Sound|Driving Assist,AWD,yes,Premium
ford,mustang mach-e,13000,e,09-2023,59950,fair-price,114,Van Mossel Ford Deurne Sterrenbeoordeling 5 van 5 (13),BE-2100 Deurne,2100,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-gt-extended-awd-98-kwh-487pk-pano-elektrisch-blauw-8b0950a0-38de-4798-84fa-82cf5f64e9ca,Ford Mustang Mach-E GT Extended AWD 98 kWh - 487PK - Pano,AWD,yes,GT
ford,mustang mach-e,23000,e,02-2023,55660,unknown,115,Ford Unicars Roeselare en Ieper Sterrenbeoordeling 5 van 5 (4),Robbe Depoorter • BE-8800 Roeselare,8800,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-rwd-standard-range-full-option-directiewagen-elektrisch-rood-a6e352d1-a5c9-4970-93d1-e7d6f7fef4cc,Ford Mustang Mach-E RWD - Standard Range - Full option - Directiewagen,RWD,no,unknown
ford,mustang mach-e,41,e,12-2022,74500,somewhat-expensive,116,Hasselt Motor NV De Schaetzen Sterrenbeoordeling 4.5 van 5 (30),Christophe De Schaetzen • BE-3500 Hasselt,3500,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-99-kwh-awd-gt-elektrisch-zwart-fd4313d1-5ee7-4c6d-8585-0adc3fa6ee61,Ford Mustang Mach-E 99 kWh AWD GT,AWD,yes,GT
ford,mustang mach-e,37500,e,06-2023,54350,expensive,117,Van Mossel Ford Brasschaat Sterrenbeoordeling 5 van 5 (6),BE-2930 Brasschaat,2930,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-premium-rwd-99kwh-technology-pack-600-range-elektrisch-rood-f3814000-0d9d-4db2-a959-e99dfbee991c,Ford Mustang Mach-E Premium RWD 99kWH|Technology Pack|600 Range,RWD,yes,Premium
ford,mustang mach-e,unknown,e,new,54346,unknown,118,AutoScout24 Luxembourg,BE-6700 Arlon,6700,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-base-elektrisch-wit-621f7668-4e24-49ef-a04b-c006b7475876,Ford Mustang Mach-E Base,unknown,unknown,Base
ford,mustang mach-e,13000,e,10-2022,62900,fair-price,119,BOMBOIR S.A FORD BASTOGNE Sterrenbeoordeling 4.5 van 5 (25),Francis Bomboir • BE-6600 Bastogne,6600,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-99-kwh-awd-extended-range-gt-full-option-elektrisch-grijs-57aa6bb1-e9d4-4eb7-85b3-12d4d0702d27,Ford Mustang Mach-E 99 kWh AWD Extended Range GT .. FULL OPTION ..,AWD,yes,GT
ford,mustang mach-e,45000,e,10-2023,55525,unknown,120,AutoScout24 Luxembourg,BE-6700 Arlon,6700,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-premium-elektrisch-zwart-b87bf66c-3f92-40a1-be83-55810af8c3b2,Ford Mustang Mach-E Premium,unknown,unknown,Premium
ford,mustang mach-e,20079,e,01-2021,55990,expensive,121,Jaguar Land Rover Liège Sterrenbeoordeling 5 van 5 (12),François Randaxhe • BE-4671 Barchon,4671,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-mach-e-4x4-awd-elektrisch-rood-64c22c0e-003f-4c83-a029-244e6bfcf3a6,Ford Mustang Mach-E Mach E*4x4*AWD,AWD,yes,Premium
ford,mustang mach-e,19895,e,09-2021,49990,somewhat-expensive,122,Garage Steveny Sterrenbeoordeling 4.5 van 5 (12),BE-5004 Bouge,5004,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-extended-range-99kwh-awd-gps-toit-pano-cuir-ja19-elektrisch-grijs-bf7ed8f2-3d1d-4583-94ef-ddb2b96aa2ed,Ford Mustang Mach-E Extended Range 99kWh AWD *GPS*TOIT PANO*CUIR*JA19*,AWD,yes,Premium
ford,mustang mach-e,13625,e,06-2023,52990,somewhat-expensive,123,Jaguar Land Rover Liège Sterrenbeoordeling 5 van 5 (12),François Randaxhe • BE-4671 Barchon,4671,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-99kwh-premium-rwd-extended-ran-elektrisch-zwart-1ef6f9ec-bbec-4a74-bfcb-42ef343bc196,Ford Mustang Mach-E 99KWH-Premium RWD Extended Ran,RWD,yes,Premium
ford,mustang mach-e,40000,e,03-2023,50364,unknown,124,AutoScout24 Luxembourg,BE-6700 Arlon,6700,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-first-edition-elektrisch-wit-f5bcb8b5-d5f9-4020-9298-45c0d5fb664c,Ford Mustang Mach-E First Edition,unknown,unknown,unknown
ford,mustang mach-e,4,e,new,57842,unknown,125,AutoScout24 Luxembourg,BE-6700 Arlon,6700,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-premium-awd-99kwh-extended-range-351ch-258kw-a1-elektrisch-wit-a0baeebb-ee98-4411-b439-010fc86a7891,Ford Mustang Mach-E Premium AWD 99kWh Extended Range 351ch/258kW - A1,AWD,yes,Premium
ford,mustang mach-e,14325,e,06-2021,49990,somewhat-expensive,126,Garage Steveny Sterrenbeoordeling 4.5 van 5 (12),BE-5004 Bouge,5004,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-99kwh-extended-range-351cv-awd-gps-cuir-toit-pano-elektrisch-blauw-02ac473c-d9ff-446c-b62b-334dcd8f6478,Ford Mustang Mach-E 99kWh Extended Range 351CV AWD*GPS*CUIR*TOIT PANO*,AWD,yes,Premium
ford,mustang mach-e,20251,e,01-2024,60990,fair-price,127,AB Automotive nv Sterrenbeoordeling 4.5 van 5 (19),BE-1800 Vilvoorde,1800,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-mach-e-gt-demo-wagen-elektrisch-grijs-94980b03-f631-4c48-96d1-d91adf0e8cc6,Ford Mustang Mach-E * Mach E - GT - Demo wagen *,unknown,unknown,GT
ford,mustang mach-e,15826,e,12-2023,56990,expensive,128,AB Automotive nv Sterrenbeoordeling 4.5 van 5 (19),BE-1800 Vilvoorde,1800,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-rwd-99kwh-demo-wagen-elektrisch-wit-d0459c2a-1ce6-4aea-af23-b74dcf61c3d2,Ford Mustang Mach-E * RWD - 99Kwh - Demo wagen *,RWD,yes,unknown
ford,mustang mach-e,26359,e,02-2022,54990,unknown,129,Garage Steveny Sterrenbeoordeling 4.5 van 5 (12),BE-5004 Bouge,5004,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-76-kwh-awd-standard-range-elektrisch-rood-fc1a110a-38c6-4f8a-ac0e-dd4b43e4c7fb,Ford Mustang Mach-E 76 kWh AWD Standard Range,AWD,no,Premium
ford,mustang mach-e,10,e,10-2022,82618,expensive,130,FordStore Bilzen Sterrenbeoordeling 5 van 5 (23),Christophe de Schaetzen • BE-3740 Bilzen,3740,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-gt-extended-range-99kwh-elektrisch-grijs-986b09f4-9afc-4ef4-bead-8f2fefd5889d,Ford Mustang Mach-E GT Extended Range 99KWH,unknown,yes,GT
ford,mustang mach-e,3560,e,10-2023,57990,somewhat-expensive,131,AB Automotive nv Sterrenbeoordeling 4.5 van 5 (19),BE-1800 Vilvoorde,1800,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-awd-99kwh-full-option-beschikbaar-april-2-elektrisch-grijs-ac55b2cc-43ea-44d9-b702-e400a27e8dd8,Ford Mustang Mach-E * AWD - 99Kwh - Full Option - Beschikbaar April 2,AWD,yes,Premium
ford,mustang mach-e,40000,e,06-2023,54500,expensive,132,Van Mossel Fordstore Wilrijk Sterrenbeoordeling 4.5 van 5 (5),Leo Deprince • BE-2610 Antwerpen,2610,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-premium-rwd-99kwh-599-m-technology-pack-600-range-elektrisch-rood-776e8db2-1655-4abd-8293-dc965a411c3c,Ford Mustang Mach-E Premium RWD 99kWH|€599/m|Technology Pack|600 Range,RWD,yes,Premium
ford,mustang mach-e,6500,e,12-2024,60000,expensive,133,Private Seller,Not specified,4845,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-99-kwh-rwd-premium-extended-range-elektrisch-53a75bd8-71f8-4318-aaa2-f03b5aa2b362,Ford Mustang Mach-E 99 kWh RWD Premium Extended Range,RWD,yes,Premium
ford,mustang mach-e,21,e,10-2022,72500,somewhat-expensive,134,FordStore Bilzen Sterrenbeoordeling 5 van 5 (23),Christophe de Schaetzen • BE-3740 Bilzen,3740,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-gt-awd-99kwh-extended-range-daginschrijving-pa-elektrisch-zwart-8670f58d-6095-4097-979b-84c12e8194b1,Ford Mustang Mach-E GT AWD 99kWh extended range Daginschrijving // Pa,AWD,yes,GT
ford,mustang mach-e,13979,e,04-2022,39950,good-price,121,Rene Berghen Boutersem Sterrenbeoordeling 5 van 5 (4),Steven Berghen • BE-3370 Boutersem,3370,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-76-kwh-rwd-elektrisch-grijs-5d743d6e-0fda-4220-8f1e-64e0afd5e01e,Ford Mustang Mach-E 76 kWh RWD,RWD,no,unknown
ford,mustang mach-e,12615,e,03-2023,49500,top-price,122,Garage Herman Noyens Sterrenbeoordeling 4 van 5 (50),Herman Noyens • BE-2440 Geel,2440,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-gt-extended-range-elektrisch-grijs-7f3c9532-3c9a-46f8-8999-30b7db9287e4,Ford Mustang Mach-E GT extended Range,unknown,yes,GT
ford,mustang mach-e,11110,e,10-2023,52990,good-price,123,Saint Nicolas Motor Ford Sterrenbeoordeling 5 van 5 (1),Marie L'hoest • BE-4000 Liège,4000,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-99-kwh-awd-gt-extended-range-elektrisch-rood-148b37c9-1fec-46e1-be76-ff2b1aacf6d2,Ford Mustang Mach-E 99 kWh AWD GT Extended Range,AWD,yes,GT
ford,mustang mach-e,41200,e,08-2022,44470,unknown,124,AutoScout24 Luxembourg,BE-6700 Arlon,6700,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-mustang-mach-e-awd-gt-elektrisch-oranje-e85ea9fd-a3f8-4aa5-a3ae-514c4262635b,Ford Mustang Mach-E Mustang Mach-E AWD GT,AWD,unknown,GT
ford,mustang mach-e,21207,e,04-2022,38950,fair-price,125,Van Mossel Ford Brasschaat Sterrenbeoordeling 5 van 5 (6),BE-2930 Brasschaat,2930,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-standard-range-awd-premium-elektrisch-zilver-62833a62-6e72-4287-a59e-29a2292f78d7,Ford Mustang Mach-E Standard Range AWD - Premium,AWD,no,Premium
ford,mustang mach-e,18125,e,12-2022,45000,top-price,126,Peerlings Automotive Sterrenbeoordeling 5 van 5 (32),Peerlings Automotive • BE-3900 Pelt,3900,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-99-kwh-premium-awd-elektrisch-rood-cba4e8b8-06a4-438c-b42a-b656445ff2a3,Ford Mustang Mach-E 99 kWh Premium AWD,AWD,yes,Premium
